cd_pleito,nu_processo_sei,nm_pleito,sg_pleito,nm_proponente,de_tipo_operacao,de_fase,de_fonte,sg_fonte,nm_moeda,vl_financiamento_dolar,vl_contrapartida_dolar,de_esfera,nm_regiao,nm_uf,sg_uf,dt_ultimo_recebimento,dt_primeira_cofiex,dt_validade_recomendacao,dt_reuniao_negociacao,dt_publicacao_dou,dt_assinatura,dt_ultimo_desembolso_original,dt_ultimo_desembolso_vigente,nu_operacao,de_tipo_operacao_padronizado,de_fase_padronizado,de_esfera_padronizado,nm_regiao_padronizado,sg_uf_padronizado,sg_fonte_padronizado,flag_sem_fonte,flag_sem_financiamento,flag_sem_contrapartida,flag_sem_primeira_cofiex,flag_sem_assinatura,dt_ultimo_recebimento_original,dt_primeira_cofiex_original,dt_validade_recomendacao_original,dt_reuniao_negociacao_original,dt_publicacao_dou_original,dt_assinatura_original,dt_ultimo_desembolso_original_original,dt_ultimo_desembolso_vigente_original,flag_data_extrema,flag_financiamento_nulo_zero,flag_contrapartida_maior_financiamento,flag_outlier_financeiro,nm_moeda_padronizado,de_fonte_padronizado,flag_recebimento_placeholder,flag_data_sentinela,ano_recebimento,ano_primeira_cofiex,ano_assinatura,valor_total_dolar,percentual_contrapartida,prazo_recebimento_cofiex,prazo_cofiex_assinatura,prazo_assinatura_desembolso,flag_valor_negativo,flag_financiamento_zero,flag_contrapartida_zero,flag_cronologia_invalida,flag_cd_pleito_repetido,qtd_ocorrencias_cd_pleito,flag_nu_operacao_repetida
4848871835/2025,03101.003414/2025-15,Projeto de Qualidade Fiscal do Estado do Piauí,Piauí Sustentável,Estado do Piauí,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,540000000.0,0.0,Estadual,Nordeste,Piauí,PI,2026-02-11,2026-03-20,2027-10-01,,,,,,,Operação de crédito externo,Aprovado,Estadual,Nordeste,PI,BID,False,False,False,False,True,2026-02-11,2026-03-20,2027-10-01,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2026.0,2026.0,,540000000.0,0.0,37.0,,,False,False,True,False,False,1,False
5057975687/2025,03101.001010/2025-89,Programa de Desenvolvimento Rural Sustentável do Estado do Espírito Santo,Campo do Amanhã,Estado do Espírito Santo,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,118800000.0,29700000.0,Estadual,Sudeste,Espírito Santo,ES,2025-07-30,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sudeste,ES,BIRD,False,False,False,False,True,2025-07-30,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,148500000.0,0.2,50.0,,,False,False,False,False,False,1,False
5095230048/2025,03101.002846/2025-09,Programa de Sustentabilidade Fiscal e Desenvolvimento Social do Município de Salvador,Sustentabilidade Fiscal e Desenvolvimento Social de Salvador,Município de Salvador,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,72000000.0,0.0,Municipal,Nordeste,Bahia,BA,2025-10-30,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Municipal,Nordeste,BA,BID,False,False,False,False,True,2025-10-30,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,72000000.0,0.0,42.0,,,False,False,True,False,False,1,False
5309374312/2025,03101.000991/2025-47,Programa de Transformação Ambiental de Palmas frente às Mudanças Climáticas,CLIMA360°,Município de Palmas,Operação de crédito externo,Aprovado,Corporação Andina de Fomento - CAF,CAF,Dólar,48000000.0,12000000.0,Municipal,Norte,Tocantins,TO,2025-04-30,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Municipal,Norte,TO,CAF,False,False,False,False,True,2025-04-30,2025-06-18,2027-07-04,,,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2025.0,2025.0,,60000000.0,0.2,49.0,,,False,False,False,False,False,1,False
5384019907/2025,03101.001014/2025-67,PROGRAMA JOINVILLE RESILIENTE E SUSTENTÁVEL: Integração Territorial e Melhoria da Qualidade de Vida da População,JOINVILLE RESILIENTE E SUSTENTÁVEL,Município de Joinville,Operação de crédito externo,Aprovado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,25000000.0,0.0,Municipal,Sul,Santa Catarina,SC,2025-07-10,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Municipal,Sul,SC,FONPLATA,False,False,False,False,True,2025-07-10,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2025.0,2025.0,,25000000.0,0.0,70.0,,,False,False,True,False,True,2,False
5384019907/2025,03101.001014/2025-67,PROGRAMA JOINVILLE RESILIENTE E SUSTENTÁVEL: Integração Territorial e Melhoria da Qualidade de Vida da População,JOINVILLE RESILIENTE E SUSTENTÁVEL,Município de Joinville,Operação de crédito externo,Aprovado,Fundo da Organização dos Países Exportadores de Petróleo,Fundo OPEP,Dólar,65000000.0,22500000.0,Municipal,Sul,Santa Catarina,SC,2025-07-10,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Municipal,Sul,SC,FUNDO OPEP,False,False,False,False,True,2025-07-10,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Fundo da Organização dos Países Exportadores de Petróleo,False,False,2025.0,2025.0,,87500000.0,0.2571428571428571,70.0,,,False,False,False,False,True,2,False
5492643979/2024,03101.000219/2025-25,Melhoria da Sustentabilidade da Dívida do Estado de São Paulo,MSDESP,Estado de São Paulo,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,970000000.0,0.0,Estadual,Sudeste,São Paulo,SP,2025-02-21,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sudeste,SP,BIRD,False,False,False,False,True,2025-02-21,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,970000000.0,0.0,34.0,,,False,False,True,False,True,2,False
5492643979/2024,03101.000219/2025-25,Melhoria da Sustentabilidade da Dívida do Estado de São Paulo,MSDESP,Estado de São Paulo,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/MIGA,BIRD/MIGA,Dólar,305000000.0,0.0,Estadual,Sudeste,São Paulo,SP,2025-02-21,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sudeste,SP,BIRD/MIGA,False,False,False,False,True,2025-02-21,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/MIGA,False,False,2025.0,2025.0,,305000000.0,0.0,34.0,,,False,False,True,False,True,2,False
5544605250/2025,03101.001908/2025-57,"Programa de desenvolvimento ambiental, social e da infraestrutura urbana de Mauá",AVANÇA MAUÁ,Município de Mauá,Operação de crédito externo,Aprovado,Corporação Andina de Fomento - CAF,CAF,Dólar,50000000.0,12500000.0,Municipal,Sudeste,São Paulo,SP,2025-08-11,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Municipal,Sudeste,SP,CAF,False,False,False,False,True,2025-08-11,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2025.0,2025.0,,62500000.0,0.2,38.0,,,False,False,False,False,False,1,False
5562497016/2025,03101.001575/2025-66,EcoGravatá – Energia Limpa e Mobilidade Sustentável para o Futuro da Suíça Brasileira,EcoGravatá,Município de Gravatá,Contribuição financeira não reembolsável,Aprovado,Fundo Global para o Meio Ambiente - GEF,GEF,Real,6756400.0,0.0,Municipal,Nordeste,Pernambuco,PE,2025-06-06,2025-01-01,,,,,,,,Contribuição financeira não reembolsável,Aprovado,Municipal,Nordeste,PE,GEF,False,False,False,False,True,2025-06-06,2025-01-01,,,,,,,False,False,False,False,Real,Fundo Global para o Meio Ambiente - GEF,False,False,2025.0,2025.0,,6756400.0,0.0,-156.0,,,False,False,True,True,False,1,False
5653145919/2025,03101.000998/2025-69,"PROGRAMA VIVA BEM JOINVILLE: Sustentabilidade Urbana, Resiliência Territorial e Inclusão Social",Viva Bem Joinville,Município de Joinville,Operação de crédito externo,Aprovado,Agência Francesa de Desenvolvimento - AFD,AFD,Euro,58122900.0,14530725.0,Municipal,Sul,Santa Catarina,SC,2025-04-30,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Municipal,Sul,SC,AFD,False,False,False,False,True,2025-04-30,2025-06-18,2027-07-04,,,,,,False,False,False,False,Euro,Agência Francesa de Desenvolvimento - AFD,False,False,2025.0,2025.0,,72653625.0,0.2,49.0,,,False,False,False,False,False,1,False
5659856200/2025,03101.000224/2025-38,Projeto de Modernização Energética para Resiliência Climática e Sustentabilidade em Santa Catarina,Programa Celesc BID II,Centrais Elétricas de Santa Catarina S.A. (Celesc-D),Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,243000000.0,62636000.0,Estadual,Sul,Santa Catarina,SC,2025-02-24,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sul,SC,BID,False,False,False,False,True,2025-02-24,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,305636000.0,0.2049365912392519,31.0,,,False,False,False,False,False,1,False
5682006131/2025,03101.002396/2025-46,Programa de Sustentabilidade Fiscal e Desenvolvimento Humano Sustentável,Belém - Programa de Sustentabilidade Fiscal,Município de Belém,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,103361713.87,0.0,Municipal,Norte,Pará,PA,2025-10-31,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Municipal,Norte,PA,BIRD,False,False,False,False,True,2025-10-31,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,103361713.87,0.0,41.0,,,False,False,True,False,False,1,False
5867209781/2025,03101.001949/2025-43,Programa de Reformas de Valor-Agregado para o Desenvolvimento e a Sustentabilidade Econômica e Ecológica,VERDES,Ministério da Fazenda,Operação de crédito externo,Aprovado,Asian Infrastructure Investment Bank - AIIB,AIIB,Dólar,1000000000.0,0.0,Federal,Nacional,,,2025-08-07,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,AIIB,False,False,False,False,True,2025-08-07,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Asian Infrastructure Investment Bank - AIIB,False,False,2025.0,2025.0,,1000000000.0,0.0,42.0,,,False,False,True,False,False,1,False
5904123987/2025,03101.001028/2025-81,"Programa de Promoção da Sustentabilidade Urbana, Ambiental e Fiscal do Município de Fortaleza (CE).",Pró-Sustentabilidade,Município de Fortaleza,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Iene,197576039.4,0.0,Municipal,Nordeste,Ceará,CE,2025-05-02,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Municipal,Nordeste,CE,BIRD,False,False,False,False,True,2025-05-02,2025-06-18,2027-07-04,,,,,,False,False,False,False,Iene,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,197576039.4,0.0,47.0,,,False,False,True,False,False,1,False
5911407114/2025,03101.001027/2025-36,Programa de Expansão do Acesso e Elevação da Qualidade da Educação Profissional e Tecnológica no Estado do Pará,PROETEC-PA,Estado do Pará,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Real,76591040.4,19147760.1,Estadual,Norte,Pará,PA,2025-05-08,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Estadual,Norte,PA,BID,False,False,False,False,True,2025-05-08,2025-06-18,2027-07-04,,,,,,False,False,False,False,Real,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,95738800.5,0.2,41.0,,,False,False,False,False,False,1,False
5924531231/2025,03101.001924/2025-40,Projeto de Desenvolvimento Viva Melhor Ponta Porã – MS,Viva Ponta Porã,Município de Ponta Porã,Operação de crédito externo,Aprovado,Corporação Andina de Fomento - CAF,CAF,Dólar,24000000.0,6000000.0,Municipal,Centro-Oeste,Mato Grosso do Sul,MS,2025-08-08,2025-09-18,2027-09-25,,,,,,,Operação de crédito externo,Aprovado,Municipal,Centro-Oeste,MS,CAF,False,False,False,False,True,2025-08-08,2025-09-18,2027-09-25,,,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2025.0,2025.0,,30000000.0,0.2,41.0,,,False,False,False,False,False,1,False
6021040119/2025,03101.001580/2025-79,Preparação do Projeto em relação a ABORDAGEM PROGRAMÁTICA MULTIFÁSICA (APM) - TRANSFORMANDO O SISTEMA AGROALIMENTAR DO BRASIL para a Fase VII (Espírito Santo),Preparação do Programa Campo do Amanhã - ES,Estado do Espírito Santo,Contribuição financeira não reembolsável,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,150000.0,0.0,Estadual,Sudeste,Espírito Santo,ES,2025-07-07,2025-01-01,2027-08-06,,,,,,,Contribuição financeira não reembolsável,Aprovado,Estadual,Sudeste,ES,BIRD,False,False,False,False,True,2025-07-07,2025-01-01,2027-08-06,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,150000.0,0.0,-187.0,,,False,False,True,True,False,1,False
604424172/2025,03101.000239/2025-04,Complemento ao Programa de Financiamento à Descarbonização da Indústria.,PRODECARB-CIF,Banco do Nordeste do Brasil S/A,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/Climate Investment funds - Cif,BIRD/CIF,Dólar,30000000.0,0.0,Federal,Nacional,,,2025-02-25,2025-03-27,2027-04-23,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BIRD/CIF,False,False,False,False,True,2025-02-25,2025-03-27,2027-04-23,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/Climate Investment funds - Cif,False,False,2025.0,2025.0,,30000000.0,0.0,30.0,,,False,False,True,False,False,1,False
6113018351/2025,03101.001021/2025-69,"PROGRAMA DE SUSTENTABILIDADE FISCAL, EFICIÊNCIA E EFICÁCIA DO GASTO PÚBLICO DO ESTADO DE SERGIPE",PROGESTÃO SE,Estado de Sergipe,Operação de crédito externo,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,41800000.0,4180000.0,Estadual,Nordeste,Sergipe,SE,2025-05-05,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Estadual,Nordeste,SE,BIRD,False,False,False,False,True,2025-05-05,2025-06-18,2027-07-04,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,45980000.0,0.0909090909090909,44.0,,,False,False,False,False,False,1,False
6187395338/2025,03101.002848/2025-90,Projeto de Modernização da Gestão Fiscal do Estado do Paraná,PROFISCO III PR,Estado do Paraná,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,100000000.0,10000000.0,Estadual,Sul,Paraná,PR,2026-01-14,2026-03-20,2027-10-01,,,,,,,Operação de crédito externo,Aprovado,Estadual,Sul,PR,BID,False,False,False,False,True,2026-01-14,2026-03-20,2027-10-01,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2026.0,2026.0,,110000000.0,0.0909090909090909,65.0,,,False,False,False,False,False,1,False
6195089420/2025,03101.001598/2025-71,Preparação do Projeto PB Rural Sustentável II em relação à ABORDAGEM de PROGRAMAÇÃO MULTIFÁSICA (APM) - TRANSFORMANDO O SISTEMA AGROALIMENTAR DO BRASIL para a Fase IV (Paraíba),PREPARAÇÃO PB Rural Sustentável II,Estado da Paraíba,Contribuição financeira não reembolsável,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,250000.0,0.0,Estadual,Nordeste,Paraíba,PB,2025-07-02,2025-01-01,2027-07-21,,,,,,,Contribuição financeira não reembolsável,Aprovado,Estadual,Nordeste,PB,BIRD,False,False,False,False,True,2025-07-02,2025-01-01,2027-07-21,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,250000.0,0.0,-182.0,,,False,False,True,True,False,1,False
6385828597/2025,03101.002819/2025-28,PROGRAMA DE REQUALIFICAÇÃO URBANA E AMBIENTAL DE ALAGOINHAS/BA,REQUALIFICA ALAGOINHAS,Município de Alagoinhas,Operação de crédito externo,Aprovado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,30000000.0,7500000.0,Municipal,Nordeste,Bahia,BA,2025-10-29,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Municipal,Nordeste,BA,FONPLATA,False,False,False,False,True,2025-10-29,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2025.0,2025.0,,37500000.0,0.2,43.0,,,False,False,False,False,False,1,False
6456631339/2025,03101.002845/2025-56,Programa PRÓ-BIOMAS - Programa BID-BNDES de Acesso ao Crédito e Fortalecimento das MPMEs nos Biomas Estratégicos do Brasil,Programa PRÓ-BIOMAS,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,1000000000.0,0.0,Federal,Nacional,,,2025-10-29,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Federal,Nacional,NAO_INFORMADO,BID,False,False,False,False,True,2025-10-29,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,1000000000.0,0.0,43.0,,,False,False,True,False,False,1,False
6544589522/2025,03101.001877/2025-34,Programa São Paulo Resiliente: Controle de Enchentes e Adaptação Climática,SP-CEAC,Município de São Paulo,Operação de crédito externo,Aprovado,Corporação Andina de Fomento - CAF,CAF,Dólar,44000000.0,54820000.0,Municipal,Sudeste,São Paulo,SP,2025-11-04,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Municipal,Sudeste,SP,CAF,False,False,False,False,True,2025-11-04,2025-12-11,2027-12-22,,,,,,False,False,True,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2025.0,2025.0,,98820000.0,0.5547460028334346,37.0,,,False,False,False,False,False,1,False
6599266388/2025,03101.001746/2025-57,Preparação do Projeto “Plano Estadual de Economia Verde” em relação à ABORDAGEM PROGRAMÁTICA MULTIFÁSICA (APM) - TRANSFORMANDO O SISTEMA AGROALIMENTAR DO BRASIL para a Fase VI (Maranhão),Plano Estadual de Economia Verde,Estado do Maranhão,Contribuição financeira não reembolsável,Aprovado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,100000.0,0.0,Estadual,Nordeste,Maranhão,MA,2025-06-24,2025-01-01,2027-07-21,,,,,,,Contribuição financeira não reembolsável,Aprovado,Estadual,Nordeste,MA,BIRD,False,False,False,False,True,2025-06-24,2025-01-01,2027-07-21,,,,,,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2025.0,2025.0,,100000.0,0.0,-174.0,,,False,False,True,True,False,1,False
6615074997/2025,03101.001925/2025-94,Programa Barbalha Para o Futuro,PBPF,Município de Barbalha,Operação de crédito externo,Aprovado,Corporação Andina de Fomento - CAF,CAF,Dólar,40000000.0,10000000.0,Municipal,Nordeste,Ceará,CE,2025-11-03,2025-12-11,2027-12-22,,,,,,,Operação de crédito externo,Aprovado,Municipal,Nordeste,CE,CAF,False,False,False,False,True,2025-11-03,2025-12-11,2027-12-22,,,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2025.0,2025.0,,50000000.0,0.2,38.0,,,False,False,False,False,False,1,False
6653317174/2025,03101.001000/2025-43,Projeto de Modernização da Gestão Fiscal do Estado de Pernambuco - PROFISCO III - PE,PROFISCO III - PE,Estado de Pernambuco,Operação de crédito externo,Aprovado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,92250000.0,10250000.0,Estadual,Nordeste,Pernambuco,PE,2025-04-11,2025-06-18,2027-07-04,,,,,,,Operação de crédito externo,Aprovado,Estadual,Nordeste,PE,BID,False,False,False,False,True,2025-04-11,2025-06-18,2027-07-04,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2025.0,2025.0,,102500000.0,0.1,68.0,,,False,False,False,False,False,1,False
